,team,opponent,W,L,GF,GA,SF,SA,PP%,PK%,FOW%,date,home_ind
2242,EDM,TOR,0,1,0,3,24,26,0.0,66.7,44.2,2015-11-30,0
2243,PHI,WSH,0,1,2,3,35,30,0.0,100.0,52.2,2016-02-07,0
2244,WPG,WSH,0,1,3,5,26,34,50.0,50.0,57.4,2015-11-25,0
2245,TOR,SJS,0,1,0,7,28,31,0.0,100.0,48.1,2016-01-09,0
2246,STL,COL,0,1,1,3,43,18,100.0,100.0,61.2,2015-12-13,1
2247,MIN,BOS,0,1,2,4,26,38,0.0,75.0,54.2,2015-11-19,0
2248,WPG,COL,0,1,1,4,21,29,0.0,66.7,54.3,2015-11-23,1
2249,STL,NYR,0,1,1,2,36,23,33.3,100.0,54.0,2016-02-25,1
2250,CBJ,PIT,0,1,2,5,24,35,0.0,50.0,37.3,2015-12-21,0
2251,OTT,CBJ,0,1,2,4,35,40,33.3,100.0,45.6,2016-02-13,0
2252,NYI,TOR,0,1,1,3,26,38,0.0,100.0,65.3,2015-12-27,1
2253,MTL,ARI,0,1,2,3,33,20,0.0,50.0,47.1,2015-11-19,1
2254,MIN,PHI,0,1,2,3,26,31,33.3,0.0,56.4,2016-02-25,0
2255,NYI,BOS,0,1,3,5,26,26,50.0,100.0,51.9,2015-10-23,1
2256,WSH,NYR,0,1,2,5,34,22,0.0,100.0,59.6,2015-11-03,0
2257,BOS,ANA,0,1,0,4,38,26,0.0,100.0,46.8,2016-03-18,0
2258,MIN,PIT,0,1,1,3,26,32,0.0,66.7,44.4,2015-12-26,1
2259,CGY,ANA,0,1,4,6,37,28,40.0,0.0,47.4,2016-02-15,1
2260,ANA,MTL,0,1,3,4,35,23,0.0,100.0,62.1,2016-03-22,0
2261,MTL,DAL,0,1,2,6,23,27,16.7,62.5,63.2,2015-12-19,0
2262,TBL,CGY,0,1,1,3,31,24,0.0,100.0,54.9,2016-01-05,0
2263,TOR,MTL,0,1,3,5,52,27,0.0,50.0,54.7,2015-10-24,0
2264,ANA,ARI,0,1,2,4,31,34,66.7,66.7,40.9,2015-11-25,0
2265,BOS,DET,0,1,5,6,22,35,0.0,60.0,45.9,2016-02-14,0
2266,BOS,TBL,0,1,1,4,33,30,0.0,33.3,47.7,2016-02-28,1
2267,CGY,NSH,0,1,1,2,27,24,0.0,75.0,54.5,2016-01-27,1
2268,STL,CHI,0,1,0,2,25,25,0.0,0.0,54.4,2016-01-24,0
2269,TBL,OTT,0,1,1,5,32,29,0.0,83.3,52.7,2016-02-08,0
2270,ANA,LAK,0,1,1,2,20,31,0.0,100.0,50.7,2016-04-07,0
2271,OTT,PIT,0,1,3,5,30,28,0.0,100.0,56.9,2016-04-05,1
2272,STL,CBJ,0,1,1,3,20,38,0.0,100.0,45.5,2015-11-17,0
2273,PHI,ANA,0,1,2,4,26,37,20.0,33.3,33.9,2015-12-27,0
2274,NSH,STL,0,1,1,2,28,33,33.3,50.0,41.7,2015-12-17,0
2275,SJS,VAN,0,1,2,4,34,26,25.0,100.0,54.7,2016-03-31,1
2276,STL,BOS,0,1,5,6,30,28,0.0,50.0,56.9,2016-04-01,1
2277,NSH,BUF,0,1,1,4,29,24,33.3,50.0,50.7,2015-11-28,1
2278,NYR,NJD,0,1,2,5,19,36,0.0,66.7,44.1,2016-02-23,0
2279,LAK,CAR,0,1,3,4,29,29,33.3,66.7,49.2,2015-11-22,0
2280,CAR,FLA,0,1,2,5,28,21,50.0,100.0,61.4,2016-04-09,0
2281,EDM,DAL,0,1,2,4,28,52,0.0,100.0,37.7,2015-10-13,0
2282,OTT,TBL,0,1,1,4,34,29,0.0,100.0,58.0,2016-03-03,1
2283,VAN,STL,0,1,0,4,15,37,0.0,100.0,56.1,2016-03-25,0
2284,MIN,NYI,0,1,3,5,43,38,25.0,0.0,53.5,2016-02-02,0
2285,CGY,STL,0,1,3,4,18,28,25.0,0.0,35.7,2015-10-13,1
2286,MTL,PHI,0,1,3,4,24,31,0.0,66.7,52.6,2016-01-05,0
2287,CGY,LAK,0,1,1,2,23,37,50.0,75.0,48.6,2016-02-23,0
2288,BOS,NYR,0,1,1,2,33,30,0.0,0.0,51.9,2016-01-11,0
2289,WPG,CGY,0,1,1,4,20,33,0.0,80.0,49.4,2015-12-22,0
2290,EDM,NYI,0,1,1,8,31,31,0.0,50.0,47.7,2016-02-07,0
2291,SJS,LAK,0,1,1,4,40,29,0.0,50.0,56.2,2015-10-22,1
2292,WSH,FLA,0,1,1,4,21,26,0.0,83.3,45.9,2015-12-10,0
2293,PHI,CBJ,0,1,1,4,28,34,0.0,66.7,48.4,2015-12-05,1
2294,NSH,COL,0,1,3,5,22,27,33.3,66.7,46.7,2016-01-08,0
2295,VAN,CHI,0,1,0,4,30,30,0.0,50.0,35.6,2015-12-13,0
2296,VAN,TOR,0,1,2,4,45,40,33.3,75.0,39.7,2015-11-14,0
2297,ARI,STL,0,1,1,4,23,22,0.0,100.0,43.8,2015-12-08,0
2298,PIT,NJD,0,1,0,3,39,24,0.0,66.7,63.6,2016-03-24,1
2299,STL,FLA,0,1,1,3,30,23,0.0,100.0,59.7,2015-12-01,1
2300,VAN,COL,0,1,1,3,29,34,0.0,100.0,51.0,2016-03-16,1
2301,MTL,COL,0,1,1,6,40,24,0.0,50.0,49.1,2015-11-14,1
2302,WSH,PIT,0,1,1,3,34,25,0.0,100.0,45.3,2015-10-28,1
2303,WPG,STL,0,1,2,3,18,28,0.0,80.0,56.9,2015-11-16,0
2304,PIT,CHI,0,1,1,3,18,37,33.3,100.0,46.6,2016-01-06,0
2305,COL,NYI,0,1,3,5,28,28,0.0,66.7,37.0,2015-11-30,0
2306,PIT,CGY,0,1,2,5,25,31,50.0,66.7,55.1,2015-11-07,0
2307,DET,PIT,0,1,2,5,35,37,0.0,33.3,49.2,2015-12-31,1
2308,TBL,FLA,0,1,0,1,39,20,0.0,100.0,54.4,2015-11-16,0
2309,TOR,TBL,0,1,0,1,30,29,0.0,83.3,47.4,2016-01-27,0
2310,NSH,DAL,0,1,1,5,34,32,0.0,100.0,40.0,2015-12-31,0
2311,CBJ,TOR,0,1,3,6,27,34,25.0,100.0,41.1,2015-10-16,1
2312,NJD,NYR,0,1,1,2,28,37,0.0,100.0,52.6,2016-02-08,0
2313,CGY,NYR,0,1,1,4,23,26,0.0,100.0,51.1,2015-10-25,0
2314,ANA,STL,0,1,1,2,23,34,25.0,100.0,40.6,2015-10-29,0
2315,SJS,CHI,0,1,2,5,29,26,20.0,100.0,46.3,2015-11-25,1
2316,TBL,STL,0,1,0,2,26,24,0.0,100.0,55.2,2015-10-27,0
2317,NJD,CBJ,0,1,3,6,30,34,50.0,75.0,42.9,2016-03-19,0
2318,TBL,STL,0,1,1,2,38,21,0.0,100.0,38.3,2016-02-14,1
2319,FLA,CGY,0,1,0,6,15,36,0.0,100.0,46.3,2016-01-13,0
2320,OTT,DET,0,1,1,3,23,29,14.3,100.0,58.9,2016-02-10,0
2321,TBL,LAK,0,1,1,3,25,28,0.0,100.0,48.4,2015-12-06,0
2322,SJS,NSH,0,1,1,2,21,24,0.0,100.0,69.8,2015-10-28,1
2323,PIT,WSH,0,1,2,3,30,37,0.0,66.7,45.5,2016-03-01,0
2324,VAN,STL,0,1,3,4,34,32,0.0,100.0,50.8,2015-10-16,1
2325,LAK,COL,0,1,3,4,38,19,0.0,83.3,55.2,2016-01-27,1
2326,OTT,EDM,0,1,2,7,38,28,25.0,0.0,59.7,2016-02-04,1
2327,CBJ,OTT,0,1,3,7,41,27,25.0,66.7,57.1,2015-10-14,1
2328,NYR,NYI,0,1,4,6,26,32,33.3,66.7,67.2,2016-03-06,1
2329,WSH,FLA,0,1,2,5,38,19,0.0,50.0,52.2,2016-02-02,1
2330,TOR,CGY,0,1,3,4,36,22,33.3,66.7,51.3,2016-02-09,0
2331,VAN,WSH,0,1,2,3,25,35,33.3,100.0,65.2,2015-10-22,1
2332,WSH,MTL,0,1,3,4,36,34,0.0,66.7,50.6,2016-02-24,1
2333,OTT,NSH,0,1,5,7,26,38,66.7,66.7,43.6,2015-11-10,0
2334,LAK,ANA,0,1,2,4,29,29,25.0,40.0,41.1,2016-02-28,0
2335,ARI,CBJ,0,1,2,5,29,21,0.0,50.0,56.1,2015-11-14,0
2336,SJS,WPG,0,1,4,5,25,26,50.0,50.0,55.9,2016-04-07,1
2337,CGY,CAR,0,1,2,5,35,36,0.0,80.0,43.3,2016-01-24,0
2338,OTT,NYI,0,1,2,5,30,34,0.0,75.0,48.3,2016-01-22,1
2339,NSH,PHI,0,1,3,6,40,19,14.3,66.7,59.6,2016-02-04,1
2340,CBJ,MIN,0,1,2,3,29,23,50.0,50.0,43.1,2015-10-22,0
2341,EDM,WSH,0,1,0,1,33,30,0.0,100.0,41.5,2015-11-23,0
2342,WSH,BUF,0,1,1,4,34,29,0.0,80.0,51.8,2016-01-16,0
2343,STL,CAR,0,1,1,4,24,28,0.0,66.7,45.1,2016-01-14,1
2344,WPG,EDM,0,1,1,2,40,31,0.0,100.0,45.3,2016-03-06,1
2345,WSH,SJS,0,1,2,5,25,28,33.3,50.0,36.2,2016-03-12,0
2346,BOS,CBJ,0,1,4,6,30,35,0.0,33.3,63.8,2016-02-22,1
2347,MIN,SJS,0,1,0,3,29,20,0.0,66.7,65.4,2016-04-05,1
2348,PIT,ANA,0,1,1,2,24,25,0.0,100.0,39.3,2015-12-06,0
2349,CHI,VAN,0,1,3,6,29,20,50.0,25.0,50.0,2015-11-21,0
2350,TOR,PIT,0,1,0,4,21,32,0.0,66.7,41.7,2015-10-31,1
2351,MIN,WPG,0,1,0,1,24,26,0.0,100.0,55.3,2016-01-15,1
2352,VAN,NYI,0,1,2,3,33,24,50.0,100.0,43.9,2016-03-01,1
2353,CHI,DAL,0,1,0,4,20,32,0.0,75.0,42.9,2015-12-22,0
2354,PIT,SJS,0,1,1,3,39,29,16.7,100.0,57.7,2015-11-21,1
2355,DET,BOS,0,1,2,5,15,34,0.0,75.0,47.4,2016-04-07,0
2356,NYR,NYI,0,1,1,3,35,32,0.0,50.0,62.7,2016-01-14,0
2357,PIT,TBL,0,1,2,4,39,20,0.0,100.0,64.5,2016-02-20,1
2358,TOR,TBL,0,1,0,3,34,18,0.0,100.0,51.9,2016-03-28,0
2359,CGY,WPG,0,1,1,3,20,30,0.0,100.0,47.4,2015-10-16,0
2360,NYR,BOS,0,1,3,4,27,34,33.3,33.3,50.0,2015-11-27,0
2361,CGY,CHI,0,1,1,4,26,41,0.0,100.0,43.9,2015-11-15,0
2362,NYR,MIN,0,1,2,5,23,35,0.0,33.3,47.2,2015-12-17,0
2363,CAR,DAL,0,1,5,6,30,20,66.7,33.3,48.4,2015-12-08,0
2364,MTL,MIN,0,1,1,2,25,22,0.0,100.0,54.1,2015-12-22,0
2365,CBJ,MIN,0,1,2,4,31,33,0.0,100.0,50.9,2016-01-05,1
2366,EDM,DAL,0,1,2,3,25,35,33.3,100.0,41.5,2016-01-21,0
2367,BUF,DET,0,1,0,3,19,45,0.0,100.0,44.1,2016-01-22,1
2368,TOR,FLA,0,1,1,5,23,27,0.0,60.0,51.7,2016-01-26,0
2369,ARI,CBJ,0,1,5,7,32,21,33.3,100.0,50.8,2015-12-17,1
2370,ARI,SJS,0,1,0,1,20,32,0.0,83.3,60.4,2016-04-09,0
2371,LAK,TOR,0,1,0,5,26,34,0.0,0.0,54.4,2015-12-19,0
2372,FLA,COL,0,1,2,3,40,26,0.0,66.7,49.0,2016-03-03,0
2373,NYR,WPG,0,1,1,4,41,29,0.0,60.0,60.7,2015-10-13,1
2374,OTT,CHI,0,1,0,3,26,30,0.0,100.0,51.0,2016-01-03,0
2375,LAK,MIN,0,1,0,3,32,28,0.0,50.0,40.8,2016-01-21,1
2376,COL,DAL,0,1,2,4,19,31,0.0,60.0,54.5,2016-04-07,0
2377,COL,CHI,0,1,1,2,23,42,0.0,100.0,54.2,2016-02-02,1
2378,DET,NYI,0,1,1,4,29,32,0.0,80.0,36.0,2016-02-15,0
2379,OTT,COL,0,1,3,4,29,27,50.0,25.0,54.4,2016-02-11,1
2380,CBJ,CAR,0,1,2,3,44,24,0.0,100.0,60.6,2016-03-24,1
2381,DAL,CGY,0,1,1,3,36,27,0.0,100.0,47.5,2015-12-17,1
2382,PHI,OTT,0,1,0,4,36,31,0.0,100.0,39.7,2015-11-21,0
2383,VAN,TOR,0,1,2,5,19,38,0.0,100.0,50.7,2016-02-13,1
2384,CGY,ANA,0,1,3,5,25,32,0.0,0.0,40.4,2015-11-24,0
2385,FLA,DAL,0,1,2,4,26,37,0.0,50.0,49.1,2015-10-17,1
2386,VAN,ARI,0,1,2,3,37,29,50.0,50.0,47.1,2016-01-04,1
2387,MTL,WPG,0,1,2,4,28,30,0.0,100.0,53.3,2016-03-05,0
2388,NJD,ANA,0,1,1,7,25,27,0.0,66.7,28.8,2016-03-14,0
2389,ANA,VAN,0,1,2,3,36,28,0.0,100.0,52.5,2016-04-01,1
2390,WPG,ANA,0,1,1,4,20,35,0.0,0.0,41.0,2016-01-03,0
2391,COL,CGY,0,1,0,4,26,34,0.0,85.7,43.1,2016-01-02,1
2392,BUF,DET,0,1,3,4,35,23,40.0,50.0,51.6,2016-01-02,1
2393,DET,TOR,0,1,0,1,38,27,0.0,100.0,52.4,2016-03-13,1
2394,WPG,EDM,0,1,1,3,45,21,0.0,100.0,32.8,2015-12-21,0
2395,CGY,BOS,0,1,1,2,25,25,0.0,80.0,39.7,2016-03-01,0
